ClaveEnt,Entidad,ClaveMun,Municipio,pobtot,pobmas,pobfem,p_0a2,p_0a2_m,p_0a2_f,p_3ymas,p_3ymas_m,p_3ymas_f,p_5ymas,p_5ymas_m,p_5ymas_f,p_12ymas,p_12ymas_m,p_12ymas_f,p_15ymas,p_15ymas_m,p_15ymas_f,p_18ymas,p_18ymas_m,p_18ymas_f,p_3a5,p_3a5_m,p_3a5_f,p_6a11,p_6a11_m,p_6a11_f,p_8a14,p_8a14_m,p_8a14_f,p_12a14,p_12a14_m,p_12a14_f,p_15a17,p_15a17_m,p_15a17_f,p_18a24,p_18a24_m,p_18a24_f,p_15a49_f,p_60ymas,p_60ymas_m,p_60ymas_f,rel_h_m,pob0_14,pob15_64,pob65_mas,prom_hnv,pnacent,pnacent_m,pnacent_f,pnacoe,pnacoe_m,pnacoe_f,pres2005,pres2005_m,pres2005_f,presoe05,presoe05_m,presoe05_f,p3ym_hli,p3ym_hli_m,p3ym_hli_f,p3hlinhe,p3hlinhe_m,p3hlinhe_f,p3hli_he,p3hli_he_m,p3hli_he_f,p5_hli,p5_hli_nhe,p5_hli_he,phog_ind,pcon_lim,pclim_mot,pclim_vis,pclim_leng,pclim_aud,pclim_mot2,pclim_men,pclim_men2,psin_lim,p3a5_noa,p3a5_noa_m,p3a5_noa_f,p6a11_noa,p6a11_noam,p6a11_noaf,p12a14noa,p12a14noam,p12a14noaf,p15a17a,p15a17a_m,p15a17a_f,p18a24a,p18a24a_m,p18a24a_f,p8a14an,p8a14an_m,p8a14an_f,p15ym_an,p15ym_an_m,p15ym_an_f,p15ym_se,p15ym_se_m,p15ym_se_f,p15pri_in,p15pri_inm,p15pri_inf,p15pri_co,p15pri_com,p15pri_cof,p15sec_in,p15sec_inm,p15sec_inf,p15sec_co,p15sec_com,p15sec_cof,p18ym_pb,p18ym_pb_m,p18ym_pb_f,graproes,graproes_m,graproes_f,pea,pea_m,pea_f,pe_inac,pe_inac_m,pe_inac_f,pocupada,pocupada_m,pocupada_f,pdesocup,pdesocup_m,pdesocup_f,psinder,pder_ss,pder_imss,pder_iste,pder_istee,pder_segp,p12ym_solt,p12ym_casa,p12ym_sepa,pcatolica,pncatolica,potras_rel,psin_relig,tothog,hogjef_m,hogjef_f,pobhog,phogjef_m,phogjef_f,vivtot,tvivhab,tvivpar,vivpar_hab,tvivparhab,vivpar_des,vivpar_ut,ocupvivpar,prom_ocup,pro_ocup_c,vph_pisodt,vph_pisoti,vph_1dor,vph_2ymasd,vph_1cuart,vph_2cuart,vph_3ymasc,vph_c_elec,vph_s_elec,vph_aguadv,vph_aguafv,vph_excsa,vph_drenaj,vph_nodren,vph_c_serv,vph_snbien,vph_radio,vph_tv,vph_refri,vph_lavad,vph_autom,vph_pc,vph_telef,vph_cel,vph_inter,tam_loc
15,México,15072,Rayón,12748,6252,6496,758,388,370,11969,5853,6116,11364,5544,5820,9460,4565,4895,8721,4202,4519,8010,3858,4152,866,448,418,1643,840,803,1826,914,912,739,363,376,711,344,367,1584,768,816,3532,996,478,518,96,4006,8032,689,2,12176,5995,6181,516,229,287,11178,5429,5749,97,56,41,33,17,16,0,0,0,15,8,7,31,0,15,96,300,169,64,31,37,13,17,25,12400,452,239,213,32,19,13,31,16,15,539,267,272,401,189,212,18,13,5,411,138,273,451,163,288,760,326,434,1314,538,776,360,193,167,2783,1441,1342,2719,1397,1322,9,9,9,4750,3412,1338,4677,1134,3543,4554,3249,1305,196,163,33,4232,8485,4614,292,929,2150,2938,5833,676,12302,327,0,37,2829,2424,405,12733,11140,1593,3137,2834,3132,2829,2834,232,71,12733,5,1,2722,106,958,1871,141,498,2188,2811,16,2740,86,2796,2778,46,2696,31,2411,2743,1835,1784,1027,626,870,1505,342,
15,México,15073,San Antonio la Isla,22152,10886,11266,1587,813,774,20121,9852,10269,19067,9327,9740,15595,7565,8030,14443,6979,7464,13370,6421,6949,1586,810,776,2940,1477,1463,3030,1524,1506,1152,586,566,1073,558,515,2349,1096,1253,6276,1028,480,548,97,7265,13773,670,2,18095,8953,9142,3539,1676,1863,17568,8569,8999,1284,642,642,75,34,41,0,0,0,44,20,24,72,0,44,211,508,252,144,54,57,36,35,44,21093,631,331,300,54,28,26,42,21,21,754,383,371,576,294,282,27,15,12,447,161,286,464,181,283,985,398,587,1816,772,1044,668,374,294,3782,1904,1878,6304,3161,3143,10,10,10,8830,5958,2872,6711,1577,5134,8371,5628,2743,459,330,129,6724,14950,9253,655,1240,3274,4487,10027,1057,19936,1167,36,355,5405,4486,919,21714,18635,3079,8897,5551,8751,5405,5551,2560,786,21714,4,1,5154,240,1619,3755,193,661,4528,5350,41,5076,307,5320,5335,47,5018,46,4632,5237,4067,3523,2799,1648,1045,3961,668,
15,México,15074,San Felipe del Progreso,121396,58173,63223,8581,4341,4240,112669,53762,58907,106237,50584,55653,83792,39446,44346,74470,34803,39667,65323,30189,35134,9602,4728,4874,19275,9588,9687,22219,11040,11179,9322,4643,4679,9147,4614,4533,16566,8059,8507,31592,7697,3059,4638,92,46780,68989,5481,3,118320,56868,61452,2541,1056,1485,104192,49487,54705,921,424,497,33646,15381,18265,345,39,306,31749,14705,17044,33517,345,31639,74491,3114,1672,721,344,410,99,123,238,116856,6778,3355,3423,830,442,388,1156,546,610,4505,2277,2228,2606,1248,1358,671,373,298,12122,2953,9169,11129,2820,8309,16924,8129,8795,15445,7459,7986,4351,2532,1819,15652,8378,7274,9207,4659,4548,6,7,6,38873,29352,9521,44374,9815,34559,36018,26820,9198,2855,2532,323,37513,83373,1513,1661,2040,77197,32854,44798,5928,104401,14377,45,523,23943,18820,5123,121312,101219,20093,28230,23971,28202,23943,23971,2688,1571,121312,5,1,21348,2426,8719,15080,1288,4927,17509,22245,1496,14655,9130,17231,10362,13352,7282,2599,15887,19649,6806,2582,5009,1553,3452,7386,446,
15,México,15075,San Martín de las Pirámides,24851,12278,12573,1268,662,606,23543,11595,11948,22557,11100,11457,18980,9286,9694,17467,8502,8965,15948,7740,8208,1460,724,736,3103,1585,1518,3569,1840,1729,1513,784,729,1519,762,757,3176,1588,1588,7063,1979,980,999,98,7344,16095,1372,2,19090,9520,9570,5648,2707,2941,21644,10655,10989,726,334,392,286,138,148,1,0,1,209,98,111,284,1,208,716,1055,523,358,107,178,86,64,82,23606,628,318,310,79,47,32,71,36,35,1173,582,591,894,436,458,46,29,17,686,270,416,813,336,477,1833,842,991,2778,1257,1521,769,440,329,5406,2836,2570,5123,2492,2631,9,9,9,9788,6824,2964,9123,2423,6700,9474,6593,2881,314,231,83,11552,13190,3371,928,416,6519,6411,10918,1623,21613,1225,73,509,6058,4847,1211,24815,20582,4233,7100,6070,7088,6058,6070,527,503,24815,4,1,5817,211,2294,3745,457,1108,4466,5987,51,5604,429,5839,5795,227,5406,66,5300,5775,4618,3621,2501,1254,1447,4346,752,
15,México,15076,San Mateo Atenco,72579,35597,36982,4273,2170,2103,67192,32872,34320,64058,31267,32791,53035,25765,27270,48965,23653,25312,44659,21487,23172,4715,2393,2322,9442,4714,4728,10358,5292,5066,4070,2112,1958,4306,2166,2140,9422,4732,4690,20463,4257,2030,2227,96,22500,46223,2742,2,61716,30438,31278,9486,4469,5017,61766,30118,31648,1752,868,884,277,153,124,0,0,0,175,100,75,272,0,174,741,1808,948,451,169,172,81,98,153,69301,2246,1165,1081,193,97,96,161,102,59,3109,1552,1557,2479,1292,1187,104,58,46,1683,534,1149,1910,675,1235,3530,1447,2083,7775,3315,4460,2455,1438,1017,14638,7490,7148,16628,8404,8224,9,10,9,28803,19270,9533,24036,6387,17649,28009,18643,9366,794,627,167,25133,46210,25446,1298,1384,15613,17258,31716,3929,66575,2779,77,717,15758,12929,2829,71467,60713,10754,18731,16119,18370,15758,16118,1765,847,71467,5,1,15219,392,4451,11213,966,2132,12542,15545,124,11504,4157,15303,15294,345,11280,152,13058,15249,11243,9581,6671,4252,4719,10403,2802,
15,México,15077,San Simón de Guerrero,6272,3026,3246,404,200,204,5866,2824,3042,5553,2665,2888,4485,2120,2365,4056,1895,2161,3636,1682,1954,466,233,233,915,471,444,1032,536,496,429,225,204,420,213,207,770,362,408,1593,629,280,349,93,2214,3583,473,3,5888,2846,3042,322,153,169,5328,2522,2806,91,47,44,16,6,10,0,0,0,10,4,6,16,0,10,62,297,125,123,32,61,21,13,26,5963,209,114,95,23,10,13,29,18,11,263,140,123,144,72,72,24,16,8,496,166,330,508,190,318,655,294,361,679,318,361,208,118,90,1152,575,577,743,341,402,7,7,7,1975,1450,525,2466,647,1819,1864,1352,512,111,98,13,1258,5008,280,74,804,3752,1562,2521,396,5934,299,0,12,1457,1114,343,6272,5155,1117,2017,1457,2017,1457,1457,338,222,6272,4,1,1314,135,489,959,52,272,1121,1402,47,1252,197,1072,1048,399,970,86,929,1198,908,691,475,161,146,907,38,
15,México,15078,Santo Tomás,9111,4458,4653,575,290,285,8473,4138,4335,8102,3963,4139,6685,3261,3424,6121,2958,3163,5425,2611,2814,557,277,280,1231,600,631,1393,706,687,564,303,261,696,347,349,1292,619,673,2418,861,411,450,96,2927,5475,646,3,8379,4124,4255,580,254,326,7762,3762,4000,79,32,47,11,5,6,0,0,0,6,3,3,11,0,6,50,415,212,121,42,71,8,14,42,8536,241,120,121,48,26,22,69,41,28,329,156,173,175,73,102,37,24,13,675,262,413,683,280,403,1120,529,591,1150,554,596,359,189,170,1627,887,740,1004,446,558,7,7,7,2995,2352,643,3614,866,2748,2883,2251,632,112,101,11,1347,7667,439,136,691,6188,2352,3781,518,8664,252,0,28,2162,1722,440,9063,7500,1563,2768,2178,2752,2162,2178,384,206,9063,4,1,2001,144,829,1314,154,514,1469,2120,23,1888,256,1861,1849,291,1650,102,1204,1879,1659,1105,619,254,469,1010,120,
15,México,15079,Soyaniquilpan de Juárez,11798,5778,6020,675,331,344,11093,5431,5662,10575,5176,5399,8883,4308,4575,8224,3992,4232,7534,3631,3903,763,377,386,1447,746,701,1609,808,801,659,316,343,690,361,329,1524,716,808,3263,1093,554,539,96,3544,7435,789,3,9737,4850,4887,1953,875,1078,10050,4886,5164,273,118,155,32,12,20,0,0,0,16,5,11,30,0,15,58,544,325,123,53,61,19,25,34,10768,306,159,147,15,8,7,27,16,11,431,222,209,282,122,160,17,10,7,466,181,285,439,176,263,1466,715,751,1663,771,892,362,210,152,2415,1276,1139,1644,737,907,8,8,8,4394,3230,1164,4434,1042,3392,4270,3121,1149,124,109,15,2805,8946,2080,443,366,5813,2922,5253,684,11243,342,1,61,2999,2433,566,11774,9894,1880,3668,3007,3660,2999,3007,337,324,11774,4,1,2913,76,1075,1899,166,557,2252,2852,126,2768,220,2179,1845,1132,1755,72,2345,2737,2269,1289,1329,418,283,1728,83,
15,México,15080,Sultepec,25809,12267,13542,1704,872,832,24083,11387,12696,22827,10740,12087,18325,8462,9863,16326,7473,8853,14366,6495,7871,1838,937,901,3920,1988,1932,4728,2379,2349,1999,989,1010,1960,978,982,2911,1218,1693,6425,2775,1261,1514,91,9461,14229,2097,3,25116,11942,13174,464,203,261,22217,10317,11900,133,56,77,135,54,81,0,0,0,121,45,76,135,0,121,322,1577,873,466,160,238,59,56,130,23861,1112,575,537,196,99,97,244,84,160,885,453,432,424,193,231,361,210,151,3671,1323,2348,3201,1224,1977,3479,1605,1874,3481,1620,1861,722,389,333,3428,1697,1731,1727,800,927,6,6,6,6344,5029,1315,11703,3228,8475,6062,4763,1299,282,266,16,4300,21260,245,222,364,18683,6899,9935,1439,22602,2756,26,145,5697,4279,1418,25616,20471,5145,7675,5700,7672,5697,5698,1401,574,25616,5,1,4996,685,2316,3363,170,1221,4286,5352,332,3305,2370,3514,3339,2318,2202,682,3023,4050,2946,1826,1508,472,715,2662,174,
15,México,15081,Tecámac,364579,177713,186866,21150,10698,10452,338756,164702,174054,322947,156687,166260,267693,128809,138884,247191,118455,128736,227758,108473,119285,23943,12106,11837,47120,23787,23333,51502,26010,25492,20502,10354,10148,19433,9982,9451,38939,18774,20165,105566,19512,8846,10666,95,112715,235118,12073,2,152237,75076,77161,205733,99350,106383,269448,130640,138808,49848,24036,25812,3915,2000,1915,9,3,6,3204,1647,1557,3887,9,3192,10374,9141,4358,2672,824,854,379,435,1016,348443,10322,5271,5051,862,453,409,927,515,412,14629,7406,7223,11424,5709,5715,555,322,233,4803,1448,3355,6723,2312,4411,13597,5593,8004,29650,12709,16941,11216,6118,5098,65030,32512,32518,110678,54715,55963,10,10,10,148172,97779,50393,118303,30532,87771,141562,92766,48796,6610,5013,1597,143816,215273,132163,33972,3094,27602,84740,159425,22872,297526,31216,701,16704,95640,75353,20287,360010,294450,65560,152718,97150,151208,95640,97147,39028,16540,360010,4,1,92898,2166,30664,64614,3479,15803,75812,95132,296,93704,1477,94877,94668,463,93086,264,84861,94030,85853,74287,44457,35843,48181,77757,22187,
15,México,15082,Tejupilco,71077,34411,36666,4793,2442,2351,66160,31908,34252,62841,30258,32583,50732,24100,26632,45718,21531,24187,40645,19024,21621,5081,2547,2534,10347,5261,5086,12017,6149,5868,5014,2569,2445,5073,2507,2566,9140,4207,4933,18088,6838,3202,3636,94,25235,40561,5157,3,66352,32040,34312,3668,1852,1816,60419,28705,31714,747,400,347,103,59,44,0,0,0,45,32,13,101,0,45,304,3146,1571,861,376,458,109,145,300,67526,2669,1360,1309,333,190,143,493,260,233,2883,1413,1470,2286,1003,1283,371,229,142,7028,2686,4342,7367,3050,4317,7438,3511,3927,8005,3842,4163,2280,1258,1022,9776,4788,4988,9630,4560,5070,7,7,7,23835,17085,6750,26639,6849,19790,22925,16291,6634,910,794,116,17910,52949,2068,2430,7768,40033,18791,27756,4149,66589,3401,13,414,16085,12525,3560,70860,58291,12569,21555,16125,21515,16085,16121,4101,1329,70860,4,1,14411,1644,5773,10284,848,3557,11622,15572,463,10014,6033,13350,13138,2900,9379,890,7238,13600,12080,8110,5554,3061,4722,9817,1873,
15,México,15083,Temamatla,11206,5447,5759,698,352,346,10440,5061,5379,9958,4822,5136,8228,3971,4257,7550,3621,3929,6835,3260,3575,727,367,360,1485,723,762,1668,839,829,678,350,328,715,361,354,1330,615,715,3206,675,326,349,95,3588,7089,461,2,6678,3260,3418,4422,2137,2285,8882,4278,4604,1022,516,506,165,92,73,2,0,2,149,82,67,164,2,148,521,398,248,97,43,38,23,31,24,10707,295,148,147,37,16,21,33,20,13,547,271,276,344,148,196,30,23,7,224,78,146,281,111,170,621,253,368,1136,482,654,343,181,162,2453,1288,1165,2432,1171,1261,9,9,9,4294,2962,1332,3915,998,2917,4162,2852,1310,132,110,22,3134,7993,1833,460,322,2745,2664,4826,731,9829,773,15,291,2750,2166,584,11140,9074,2066,3280,2772,3258,2750,2772,250,258,11140,4,1,2637,98,1182,1547,390,603,1734,2677,57,2506,231,2719,2684,46,2433,24,2404,2645,2041,1782,958,768,1084,2028,467,
15,México,15084,Temascalapa,35987,17916,18071,2136,1091,1045,33563,16681,16882,32114,15953,16161,26715,13126,13589,24576,12036,12540,22336,10890,11446,2228,1140,1088,4620,2415,2205,5249,2708,2541,2139,1090,1049,2240,1146,1094,4523,2205,2318,9767,2976,1505,1471,99,11123,22443,2133,2,23455,11815,11640,12134,5912,6222,30521,15162,15359,1335,653,682,316,146,170,2,0,2,275,121,154,313,2,274,882,1459,706,491,142,225,77,57,134,34102,1105,562,543,101,57,44,130,76,54,1547,763,784,977,483,494,105,59,46,1278,476,802,1459,609,850,3256,1565,1691,4569,2159,2410,1214,707,507,7667,3907,3760,5567,2725,2842,8,8,8,13378,9492,3886,13234,3567,9667,12614,8866,3748,764,626,138,18311,17322,6616,972,226,7954,8856,15559,2255,31421,1978,44,781,8777,6873,1904,35708,28879,6829,11167,8869,11075,8777,8868,1490,808,35708,4,1,8359,400,3784,4970,800,1920,6029,8530,223,7516,1236,8279,8274,478,7199,157,7290,8272,5992,4794,2887,1275,1577,5338,490,
15,México,15085,Temascalcingo,62695,30220,32475,3723,1877,1846,58927,28325,30602,56160,26934,29226,45964,21758,24206,41577,19575,22002,37102,17352,19750,4144,2089,2055,8819,4478,4341,10269,5176,5093,4387,2183,2204,4475,2223,2252,8043,3776,4267,16600,5992,2770,3222,93,21073,37195,4382,3,59426,28774,30652,2822,1230,1592,54346,25834,28512,748,361,387,10504,4948,5556,60,8,52,10078,4796,5282,10477,60,10052,21338,2029,1021,523,247,290,103,92,197,60248,2251,1151,1100,236,122,114,467,224,243,2573,1258,1315,1520,674,846,349,200,149,6364,1966,4398,5466,1694,3772,8166,3754,4412,7675,3706,3969,1929,1097,832,10258,5378,4880,6822,3396,3426,7,7,6,20231,15416,4815,25443,6163,19280,18921,14222,4699,1310,1194,116,22661,39855,2248,840,232,33180,17274,25451,3152,58885,3035,25,239,14384,11444,2940,62648,52938,9710,19918,14396,19906,14384,14392,3835,1687,62648,4,1,13058,1266,5542,8786,792,2997,10514,13913,392,12497,1821,10573,9720,4550,8953,906,9992,12612,8630,4375,4778,1397,3656,4285,486,
15,México,15086,Temascaltepec,32870,16142,16728,2378,1207,1171,30406,14893,15513,28822,14125,14697,23355,11339,12016,21031,10210,10821,18774,9062,9712,2296,1108,1188,4755,2446,2309,5533,2790,2743,2324,1129,1195,2257,1148,1109,4174,2021,2153,8199,2821,1274,1547,97,11753,18948,2083,3,31614,15566,16048,943,421,522,28111,13660,14451,211,95,116,1669,815,854,21,7,14,1575,769,806,1649,21,1558,3611,1206,542,285,146,145,61,66,120,31172,1354,657,697,142,78,64,302,155,147,1091,537,554,522,243,279,262,163,99,2602,954,1648,2146,836,1310,4460,2157,2303,5042,2486,2556,989,548,441,5438,2802,2636,2420,1131,1289,7,7,6,10229,8198,2031,12807,2882,9925,9658,7664,1994,571,534,37,8801,23688,898,222,1338,21251,8693,12770,1867,30954,624,1,263,7418,5706,1712,32577,26436,6141,9499,7445,9472,7418,7444,989,1065,32577,4,1,6921,456,3207,4176,367,1901,5113,7167,210,6458,928,5245,4682,2690,4329,619,4182,6129,3533,2621,2167,490,724,2917,140,
15,México,15087,Temoaya,90010,43963,46047,6470,3284,3186,83395,40610,42785,78643,38180,40463,63396,30448,32948,57359,27337,30022,51339,24391,26948,6911,3559,3352,13088,6603,6485,14704,7471,7233,6037,3111,2926,6020,2946,3074,12595,6103,6492,24458,5163,2125,3038,95,32506,53773,3586,3,85684,41924,43760,3935,1839,2096,75918,36867,39051,1784,832,952,20786,9920,10866,274,29,245,20124,9710,10414,20669,274,20012,49254,2171,892,664,280,324,110,158,193,87239,3924,2004,1920,328,164,164,605,330,275,3043,1477,1566,1582,723,859,399,221,178,6192,1717,4475,5178,1559,3619,12772,5685,7087,11841,5573,6268,3371,2063,1308,14615,7906,6709,8077,3930,4147,7,7,6,32408,23739,8669,30677,6536,24141,31042,22582,8460,1366,1157,209,29903,59761,5264,735,479,52206,22166,36803,4305,76451,8099,456,2332,17941,14882,3059,89887,77558,12329,22099,17982,22058,17941,17982,2280,1837,89887,5,1,15267,2588,6076,11767,963,3366,13484,17507,319,17091,747,15185,14858,2909,14318,1102,13125,15678,7159,4376,5689,1594,1817,8006,696,
15,México,15088,Tenancingo,90946,44239,46707,5932,3010,2922,84611,41028,43583,80503,38856,41647,66459,31620,34839,61085,28947,32138,55521,26171,29350,6082,3192,2890,12070,6216,5854,13384,6794,6590,5374,2673,2701,5564,2776,2788,12337,5932,6405,25141,6949,3188,3761,95,29458,56268,4817,2,85027,41431,43596,5013,2375,2638,78089,37509,40580,1153,548,605,232,128,104,0,0,0,115,72,43,223,0,114,559,3282,1702,895,376,378,198,210,305,86293,3046,1603,1443,352,193,159,478,270,208,3390,1686,1704,2805,1347,1458,327,193,134,4490,1723,2767,4306,1730,2576,8896,4130,4766,9926,4488,5438,3229,1787,1442,17809,8893,8916,14998,7098,7900,8,8,8,34027,23596,10431,31777,7526,24251,32802,22565,10237,1225,1031,194,43973,46026,5590,3747,2350,25042,23737,37427,5195,86677,2000,91,641,20588,16150,4438,90214,73647,16567,24319,20715,24192,20588,20710,2313,1291,90214,4,1,18745,1778,7681,12857,1542,4554,14431,20281,254,17742,2777,19600,18647,1822,16607,660,15804,18974,13454,9944,6747,3886,6638,10233,2490,
15,México,15089,Tenango del Aire,10578,5164,5414,623,346,277,9938,4810,5128,9547,4627,4920,8028,3858,4170,7409,3523,3886,6816,3228,3588,613,298,315,1297,654,643,1510,801,709,619,335,284,593,295,298,1342,633,709,2990,876,396,480,95,3152,6781,628,2,8467,4167,4300,2069,975,1094,9177,4435,4742,316,152,164,72,42,30,0,0,0,63,36,27,71,0,62,198,390,186,119,40,68,11,16,35,10155,257,122,135,19,15,4,21,15,6,420,212,208,330,147,183,21,14,7,262,88,174,245,95,150,879,372,507,1221,574,647,358,185,173,2166,1096,1070,2269,1067,1202,9,9,9,4017,2849,1168,3992,996,2996,3818,2697,1121,199,152,47,4253,6295,1571,491,320,3333,2630,4672,717,9462,793,4,157,2590,2022,568,10563,8568,1995,3026,2595,3021,2590,2595,209,222,10563,4,1,2422,164,1096,1487,312,586,1683,2540,43,2504,79,2545,2505,76,2409,25,2273,2496,1882,1595,784,523,704,1854,301,
15,México,15090,Tenango del Valle,77965,38072,39893,5017,2597,2420,72702,35356,37346,69331,33670,35661,57574,27732,29842,52809,25385,27424,48050,22986,25064,5098,2523,2575,10030,5101,4929,11343,5696,5647,4765,2347,2418,4759,2399,2360,10563,5255,5308,21592,5732,2594,3138,95,24910,48823,3986,2,73623,36069,37554,3834,1761,2073,67562,32629,34933,874,451,423,253,137,116,1,0,1,164,93,71,251,1,163,724,2377,1214,532,279,274,109,133,231,73907,2445,1260,1185,270,156,114,423,214,209,2882,1434,1448,2094,1054,1040,352,199,153,4303,1715,2588,3691,1497,2194,7371,3391,3980,9947,4461,5486,2810,1571,1239,14796,7662,7134,12506,6061,6445,8,8,8,29408,20825,8583,27614,6476,21138,28039,19634,8405,1369,1191,178,34912,42401,11821,1923,3429,23173,18363,34286,4828,71809,4488,63,418,17298,13982,3316,77221,64831,12390,20939,17364,20873,17298,17361,2412,1163,77221,4,1,15554,1702,6131,11123,1084,3314,12843,16983,270,15643,1599,16715,16248,995,14964,616,13874,15932,9527,8912,6120,2822,4661,7306,1533,
15,México,15091,Teoloyucan,63115,31240,31875,3760,1942,1818,58845,29045,29800,56196,27705,28491,46865,22873,23992,43379,21081,22298,39715,19224,20491,4018,2062,1956,7962,4110,3852,8795,4549,4246,3486,1792,1694,3664,1857,1807,8202,4061,4141,17581,4260,2032,2228,98,19226,40561,2818,2,52498,26092,26406,9816,4746,5070,54732,26947,27785,836,415,421,353,175,178,0,0,0,269,136,133,351,0,269,940,2034,1044,593,169,264,99,87,191,59998,1966,1009,957,206,105,101,231,133,98,2563,1263,1300,1910,974,936,109,58,51,1647,540,1107,2243,827,1416,3665,1571,2094,7212,3278,3934,2025,1193,832,13094,6767,6327,13341,6665,6676,9,9,9,25162,17263,7899,21416,5431,15985,24330,16582,7748,832,681,151,32924,29430,19049,1068,659,6547,15739,27013,3961,57463,2918,74,1033,14467,11474,2993,62607,51205,11402,16105,14632,15940,14467,14631,1314,159,62607,4,1,13956,429,4787,9616,905,2480,10984,14370,40,14028,344,14176,13264,1085,12937,125,12195,14029,11491,9938,5523,3393,4038,10067,1938,
15,México,15092,Teotihuacán,53010,26000,27010,2793,1464,1329,48828,23841,24987,46692,22781,23911,39268,18947,20321,36312,17483,18829,33265,15894,17371,3171,1597,1574,6389,3297,3092,7191,3634,3557,2956,1464,1492,3047,1589,1458,6698,3359,3339,14663,3991,1911,2080,96,15309,33581,2731,2,35768,17731,18037,15669,7496,8173,44428,21651,22777,1816,875,941,761,391,370,1,0,1,650,334,316,755,1,647,2088,2280,1221,749,198,324,137,129,169,49000,1449,696,753,128,77,51,128,68,60,2313,1185,1128,1977,982,995,92,59,33,1252,444,808,1454,575,879,3361,1442,1919,5507,2393,3114,1569,855,714,10761,5561,5200,12172,5976,6196,9,9,9,20020,13598,6422,19125,5279,13846,18783,12645,6138,1237,953,284,21426,30099,9597,2653,1177,12252,13287,22256,3674,45397,3158,237,1228,12477,9394,3083,51621,40176,11445,14867,12936,14408,12477,12935,1236,695,51621,4,1,12096,340,4393,8046,859,2259,9310,12350,86,10671,1760,12209,12124,289,10473,77,11082,12125,10091,8088,5039,3170,3996,9367,1774,
15,México,15093,Tepetlaoxtoc,27944,13714,14230,1703,858,845,26169,12819,13350,24954,12217,12737,20864,10119,10745,19221,9302,9919,17577,8476,9101,1778,891,887,3527,1809,1718,4015,2016,1999,1643,817,826,1644,826,818,3550,1712,1838,7750,2194,1072,1122,96,8651,17719,1502,2,22605,11200,11405,5163,2432,2731,24136,11810,12326,541,262,279,257,135,122,0,0,0,221,117,104,253,0,219,770,973,550,230,130,131,96,99,91,26802,825,421,404,79,32,47,93,57,36,1138,539,599,814,377,437,64,32,32,812,321,491,925,391,534,2158,1041,1117,3241,1492,1749,968,556,412,5647,2887,2760,5562,2615,2947,8,9,8,10925,7554,3371,9822,2503,7319,10403,7123,3280,522,431,91,12623,15194,3637,1136,195,8805,6763,12259,1807,25929,746,18,365,6464,5238,1226,27893,23353,4540,7586,6481,7569,6464,6481,539,566,27893,4,1,6121,299,2306,4113,478,1114,4822,6349,76,5515,902,6046,5964,438,5207,80,5675,6169,4822,3896,2823,1165,2047,3858,545,
15,México,15094,Tepetlixpa,18327,9003,9324,979,492,487,17300,8486,8814,16523,8096,8427,14008,6777,7231,12996,6226,6770,11858,5658,6200,1130,577,553,2162,1132,1030,2441,1302,1139,1012,551,461,1138,568,570,2533,1248,1285,5156,1725,827,898,97,5283,11772,1224,2,15783,7826,7957,2407,1109,1298,16089,7848,8241,232,109,123,67,29,38,2,0,2,49,20,29,67,2,49,193,662,331,185,76,93,31,32,61,17573,655,342,313,111,57,54,82,53,29,706,341,365,490,241,249,71,47,24,667,239,428,631,239,392,1936,866,1070,2679,1205,1474,582,315,267,3754,1944,1810,3025,1477,1548,8,8,8,6737,5102,1635,7218,1641,5577,6205,4631,1574,532,471,61,10747,7510,1782,441,599,4380,4682,7980,1332,16378,1306,0,223,4282,3337,945,18282,14772,3510,5162,4297,5147,4282,4297,372,493,18282,4,1,3666,601,1738,2536,378,1155,2736,4207,69,3398,873,4075,3734,538,3048,82,3562,4050,2545,1925,1293,587,1249,2044,341,
15,México,15095,Tepotzotlán,88559,43521,45038,4934,2431,2503,82619,40583,42036,79008,38736,40272,66652,32508,34144,61784,30024,31760,56689,27469,29220,5394,2756,2638,10573,5319,5254,11864,6033,5831,4868,2484,2384,5095,2555,2540,11768,5927,5841,24944,6155,2947,3208,97,25769,57737,4047,2,62189,30781,31408,24994,12059,12935,76406,37402,39004,1887,922,965,871,449,422,6,5,1,679,356,323,860,6,675,2322,3640,1987,1060,289,497,184,198,348,83533,2706,1401,1305,268,146,122,310,170,140,3566,1730,1836,2947,1502,1445,199,110,89,2493,885,1608,3281,1291,1990,5200,2229,2971,9716,4524,5192,2942,1713,1229,18161,9330,8831,20087,9921,10166,9,9,9,36082,24281,11801,30314,8083,22231,34316,22898,11418,1766,1383,383,38790,48653,31907,2368,863,9605,22860,37533,6128,76444,5316,144,2520,21208,16100,5108,87584,68555,19029,25330,21530,25008,21208,21529,2265,1535,87584,4,1,20344,723,7002,14117,1379,3555,16172,20943,196,18157,2964,20452,20111,724,17586,154,18782,20509,17332,14613,8917,6147,9925,15228,4080,
